cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
56106;56870;LARMOR-BADEN;MORBIHAN;BRETAGNE;Commune simple;7;;0,8;47.5934456952,-2.89858472133;"{""type"": ""Polygon"", ""coordinates"": [[[-2.888307480618267, 47.60372031432132], [-2.88807794494514, 47.580498283134006], [-2.890974486748976, 47.57894372058775], [-2.9032821817595513, 47.584079484661665], [-2.910765948497553, 47.59225710666712], [-2.912940609299628, 47.598871481961524], [-2.907865956222467, 47.60449958822011], [-2.888307480618267, 47.60372031432132]]]}";2956;106;38;3;56;53
44120;44640;LE PELLERIN;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Chef-lieu canton;7;;4,3;47.2229017049,-1.8250130027;"{""type"": ""Polygon"", ""coordinates"": [[[-1.763422089981379, 47.18342030785928], [-1.796741157157475, 47.18780689935468], [-1.804279250004289, 47.192211288139795], [-1.8166631802349422, 47.18909874435597], [-1.825205313933657, 47.1924318041534], [-1.8186240927567052, 47.20507189559383], [-1.835913717765089, 47.21630168280516], [-1.8650476600631922, 47.22913361764229], [-1.864457313172772, 47.23402007262735], [-1.867181837358539, 47.24085078645267], [-1.904922910822314, 47.26964654339394], [-1.921202024781972, 47.278382127216155], [-1.919237734070627, 47.28529364321077], [-1.89623298700824, 47.27897980912535], [-1.863372112297035, 47.256551772657915], [-1.8510577528699392, 47.250023845609874], [-1.84586989139781, 47.2502229795082], [-1.843759453381594, 47.24444854857008], [-1.832910479503572, 47.22868471049777], [-1.8164168006670072, 47.22031652098667], [-1.801677674811303, 47.21937751168857], [-1.787586489807142, 47.209805458072736], [-1.767299213421802, 47.209542545823616], [-1.747717349710278, 47.20542308651492], [-1.74917288137446, 47.184601437821705], [-1.763422089981379, 47.18342030785928]]]}";12577;120;30;2;44;52
33541;33590;VENSAC;GIRONDE;AQUITAINE;Commune simple;8;;0,9;45.3988518423,-1.07454435969;"{""type"": ""Polygon"", ""coordinates"": [[[-1.027622556262332, 45.379619698050945], [-1.034145545994366, 45.384884752767555], [-1.054068613579951, 45.38349787474484], [-1.082993111038057, 45.38918208535419], [-1.126860933981067, 45.38265053196312], [-1.1603021871799761, 45.39043878616942], [-1.160493898382574, 45.40565244136307], [-1.112158991573702, 45.41118856834159], [-1.101281180988233, 45.40013618505971], [-1.092211270695117, 45.398285961181855], [-1.071685771181408, 45.41282944178161], [-1.062155528570915, 45.41450088833964], [-1.04315968753779, 45.41312339162408], [-1.020005390797883, 45.41688702851877], [-1.01863518149531, 45.42697127018036], [-1.00918976794813, 45.42649819267695], [-1.00941397500891, 45.41665350706386], [-1.004534975809795, 45.41094949596782], [-1.008845815755493, 45.39121220190235], [-1.019315127894757, 45.38203707597166], [-1.027622556262332, 45.379619698050945]]]}";19184;541;46;4;33;72
85207;85580;SAINT-DENIS-DU-PAYRE;VENDEE;PAYS DE LA LOIRE;Commune simple;8;;0,4;46.4118936776,-1.27222282402;"{""type"": ""Polygon"", ""coordinates"": [[[-1.244580991053542, 46.385721239152225], [-1.258144050364616, 46.39404380011359], [-1.262399091793845, 46.39529157643289], [-1.265297756815412, 46.392856582112806], [-1.287528233040736, 46.399940468865296], [-1.2956181613492341, 46.41213488930993], [-1.305394818143956, 46.41293857535479], [-1.317739522700903, 46.418838665658605], [-1.298220320443391, 46.42977519231522], [-1.288865093765871, 46.43005512556815], [-1.280833620116014, 46.42659632562139], [-1.272929335451149, 46.42974228309817], [-1.259125399449908, 46.42849999260267], [-1.243027465551303, 46.41837788080271], [-1.247637920998736, 46.40558155182598], [-1.237263620408634, 46.39436182325669], [-1.244580991053542, 46.385721239152225]]]}";9415;207;11;1;85;52
17021;17530;ARVERT;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;3,1;45.7467177587,-1.12303418678;"{""type"": ""Polygon"", ""coordinates"": [[[-1.121060003769037, 45.71953162924581], [-1.137119495030483, 45.731657162449366], [-1.155615644247941, 45.73601706081111], [-1.1648998430872801, 45.74352837922798], [-1.169585547153941, 45.74964023723656], [-1.165761865203704, 45.7551289908588], [-1.151056494518431, 45.75623067846646], [-1.138239446815016, 45.760877030557715], [-1.123688837825055, 45.75941753075148], [-1.105182170270393, 45.77075129749172], [-1.085846013450623, 45.76122854226097], [-1.07720301707851, 45.75775441969082], [-1.085363148814423, 45.75400543445469], [-1.093043080137481, 45.74118413689048], [-1.105307494072801, 45.73535475121725], [-1.108815738918929, 45.725217903013935], [-1.121060003769037, 45.71953162924581]]]}";1402;21;40;2;17;54
17179;17100;LES GONDS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;1,5;45.7062633213,-0.60684737481;"{""type"": ""Polygon"", ""coordinates"": [[[-0.610486503731393, 45.68396679327066], [-0.6168335573714141, 45.691542396705515], [-0.634126473308095, 45.713548601569165], [-0.617149419259307, 45.728031206494094], [-0.6040974010933811, 45.73018923149363], [-0.60120790177874, 45.72791989078111], [-0.5936208588431641, 45.71238729449025], [-0.5840625359357471, 45.704876582077965], [-0.58092292803175, 45.69851332865738], [-0.584407520856387, 45.688964668185825], [-0.610486503731393, 45.68396679327066]]]}";32023;179;51;4;17;54
17208;17230;LONGEVES;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;0,8;46.2376082044,-0.974659436539;"{""type"": ""Polygon"", ""coordinates"": [[[-0.977349574499866, 46.21509643013395], [-0.993744954886952, 46.22316815264661], [-1.003767765217509, 46.22273440840741], [-0.9997582424869251, 46.23257719089233], [-0.9985525213057371, 46.239372861436834], [-0.9901988756501631, 46.242425317924706], [-0.9809097424583261, 46.254426953364444], [-0.9636077224506051, 46.26659894699942], [-0.9560372190025631, 46.26384207202482], [-0.9632020705218841, 46.25184464010054], [-0.9523423165258811, 46.240763105628666], [-0.9498174812122061, 46.227561127795674], [-0.959033057087259, 46.22798889528391], [-0.9621671888784411, 46.222109357204154], [-0.977349574499866, 46.21509643013395]]]}";16261;208;13;3;17;54
17406;17600;SAINT-SORNIN;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;0,3;45.770317043,-0.975040646755;"{""type"": ""Polygon"", ""coordinates"": [[[-0.9791368857934891, 45.750403505435365], [-0.99397623354502, 45.767181069435495], [-1.010053003110306, 45.77266040255969], [-0.99571954684077, 45.78895709577648], [-0.9831005741394031, 45.79286577912613], [-0.9678995105474021, 45.784908267929104], [-0.94121393385299, 45.76293411646274], [-0.946273227741208, 45.75387621157858], [-0.9791368857934891, 45.750403505435365]]]}";3776;406;14;2;17;54
34003;34300;AGDE;HERAULT;LANGUEDOC-ROUSSILLON;Chef-lieu canton;8;;24;43.309129116,3.48447903133;"{""type"": ""Polygon"", ""coordinates"": [[[3.5398091659947273, 43.30201557398758], [3.515988313856862, 43.27594517613809], [3.507721101620172, 43.272458031199534], [3.443408803169459, 43.282060547987335], [3.437675914777541, 43.28758028510281], [3.428964806729406, 43.290214969477475], [3.44151158176695, 43.30444975561211], [3.442803413241713, 43.32189650985484], [3.439030400032686, 43.32802015879593], [3.456815956821491, 43.336276833665124], [3.459166714415245, 43.33896570369495], [3.4563635920600753, 43.34140650952118], [3.48396988533914, 43.352774626610454], [3.493217134826291, 43.35291279565911], [3.504102985215344, 43.33742522204875], [3.5243378917670602, 43.32902564467829], [3.523123314125666, 43.31875806430598], [3.5398091659947273, 43.30201557398758]]]}";3211;3;1;1;34;91
17107;17290;CIRE-D'AUNIS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;1,2;46.0380687499,-0.930603200492;"{""type"": ""Polygon"", ""coordinates"": [[[-0.907686681380621, 46.00581911040135], [-0.940446954901599, 46.019902930641074], [-0.978167361736291, 46.03019723156141], [-0.973200410914234, 46.04331901291021], [-0.9552578190263361, 46.04875246327672], [-0.9379743153046681, 46.06487119568511], [-0.9254503631857811, 46.07521426476618], [-0.9063279988863351, 46.07446830739131], [-0.9058534393409391, 46.073988782791744], [-0.9226035449507811, 46.05277273396229], [-0.8967809932203331, 46.03741701904883], [-0.894108820718547, 46.030765027189084], [-0.900580495689249, 46.0178118871788], [-0.8910360747316821, 46.01588625725647], [-0.907686681380621, 46.00581911040135]]]}";33797;107;1;2;17;54
17405;17150;SAINT-SORLIN-DE-CONAC;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;0,2;45.3565207322,-0.694899173419;"{""type"": ""Polygon"", ""coordinates"": [[[-0.7078125655269071, 45.3278186472028], [-0.717155696092831, 45.328797618298765], [-0.7259500327590921, 45.35822579309259], [-0.721981234762583, 45.36006158849243], [-0.689743815616778, 45.37621897370472], [-0.6703440100450221, 45.378587381309295], [-0.667147464436687, 45.375888701334716], [-0.6595625097622311, 45.367717649204195], [-0.666133323892592, 45.36283328677971], [-0.6618003267653291, 45.357810004656436], [-0.7038154294042831, 45.33803812723332], [-0.7078125655269071, 45.3278186472028]]]}";13364;405;16;1;17;54
85194;85100;LES SABLES-D'OLONNE;VENDEE;PAYS DE LA LOIRE;Sous-préfecture;8;;14,6;46.5007612799,-1.79255128677;"{""type"": ""Polygon"", ""coordinates"": [[[-1.761022476910707, 46.48064000858759], [-1.7699781074500982, 46.48896240693245], [-1.7827501034945041, 46.49430085250431], [-1.7924810489707341, 46.49340573992643], [-1.7999231143511931, 46.489069720101845], [-1.812565543107437, 46.49438334113363], [-1.818474294112867, 46.518058603953484], [-1.804265332550544, 46.51845854663043], [-1.7941157102793932, 46.506931951583034], [-1.78975972377008, 46.505238314171], [-1.780236484299396, 46.50733322626675], [-1.773210765274535, 46.50290004984825], [-1.756355404739619, 46.486265111677554], [-1.761022476910707, 46.48064000858759]]]}";32000;194;24;3;85;52
34332;34450;VIAS;HERAULT;LANGUEDOC-ROUSSILLON;Commune simple;8;;5,4;43.3131142636,3.39889710362;"{""type"": ""Polygon"", ""coordinates"": [[[3.364785882927148, 43.27737093679877], [3.376014886150349, 43.29257109751904], [3.373849834888087, 43.306243164930464], [3.372405457062959, 43.30956760607402], [3.363527843783068, 43.31218861689054], [3.358327873979821, 43.32190352501912], [3.345884152339428, 43.332316353082454], [3.362128520902323, 43.33849741989107], [3.3792162177401712, 43.33368897401843], [3.38881332519157, 43.34051887367393], [3.407531794936483, 43.33998218529957], [3.416671117557917, 43.33232772685496], [3.439030400032686, 43.32802015879593], [3.442803413241713, 43.32189650985484], [3.44151158176695, 43.30444975561211], [3.428964806729406, 43.290214969477475], [3.400448350680715, 43.287283826887055], [3.364785882927148, 43.27737093679877]]]}";30744;332;1;1;34;91
33159;33820;ETAULIERS;GIRONDE;AQUITAINE;Commune simple;8;;1,7;45.2209962068,-0.581677744347;"{""type"": ""Polygon"", ""coordinates"": [[[-0.552892113530667, 45.213435927214974], [-0.5877208291360121, 45.20238015470584], [-0.596113560974574, 45.20559830976153], [-0.6081488115729581, 45.21169071278234], [-0.609337121077821, 45.22079213164914], [-0.617393860102598, 45.223289581288554], [-0.610769238518392, 45.22813703218193], [-0.584781239914654, 45.23321971235296], [-0.578589518105294, 45.24208930142112], [-0.5635374306369071, 45.236747850057675], [-0.554125550023272, 45.22598833425634], [-0.552892113530667, 45.213435927214974]]]}";34442;159;40;1;33;72
29135;29750;LOCTUDY;FINISTERE;BRETAGNE;Commune simple;8;;4,2;47.8239824718,-4.1873881827;"{""type"": ""Polygon"", ""coordinates"": [[[-4.193879142746106, 47.85317171820367], [-4.18398637899395, 47.838334814233704], [-4.161060310664126, 47.83416480904773], [-4.165597034375492, 47.81410439592204], [-4.173538496003802, 47.81320164226867], [-4.172535337896233, 47.807271403661616], [-4.191844596758409, 47.795628392194814], [-4.208335136634918, 47.80159860422107], [-4.200611745289521, 47.806168779879215], [-4.197436921473268, 47.81638706847873], [-4.206394276404055, 47.82888567820535], [-4.207970214864053, 47.842453444631765], [-4.205955927195038, 47.84896710791548], [-4.193879142746106, 47.85317171820367]]]}";2856;135;49;4;29;53
85077;85540;CURZON;VENDEE;PAYS DE LA LOIRE;Commune simple;8;;0,5;46.4512376923,-1.30138059216;"{""type"": ""Polygon"", ""coordinates"": [[[-1.2959418815082961, 46.43164656278414], [-1.314423962225753, 46.44715455842513], [-1.323086577624022, 46.44978466503473], [-1.310966894297869, 46.46052362974953], [-1.288711483344437, 46.467412921530965], [-1.288168911967889, 46.450894559864956], [-1.2959418815082961, 46.43164656278414]]]}";24068;77;17;3;85;52
62108;62600;BERCK;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Chef-lieu canton;8;;15,6;50.4141574341,1.58229663833;"{""type"": ""Polygon"", ""coordinates"": [[[1.605921186330928, 50.39909314603828], [1.582282567768719, 50.39049177560289], [1.571513412065274, 50.390376661223016], [1.555964865344545, 50.39875268546857], [1.568914453946598, 50.43993519973203], [1.603126808850038, 50.434580430700976], [1.606111642129202, 50.40898076884619], [1.60302891527769, 50.40411546075635], [1.605921186330928, 50.39909314603828]]]}";22299;108;69;4;62;31
56181;56290;PORT-LOUIS;MORBIHAN;BRETAGNE;Chef-lieu canton;8;;2,8;47.7099205258,-3.34845750769;"{""type"": ""Polygon"", ""coordinates"": [[[-3.340927303109049, 47.70870401395882], [-3.353765957874787, 47.7041862987444], [-3.359487542948512, 47.70907595069524], [-3.347049321999905, 47.71381627908417], [-3.342697877096164, 47.71592191665191], [-3.339720162850772, 47.71552380236316], [-3.340927303109049, 47.70870401395882]]]}";34598;181;28;1;56;53
33006;33390;ANGLADE;GIRONDE;AQUITAINE;Commune simple;8;;0,9;45.2115004641,-0.638219671471;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6256381810680991, 45.19256484953178], [-0.6487434752519481, 45.19597615155299], [-0.653246874845822, 45.205563772796765], [-0.669069087827957, 45.21251735135576], [-0.679820982919484, 45.23186810259512], [-0.6525191054506351, 45.22307448854468], [-0.617393860102598, 45.223289581288554], [-0.609337121077821, 45.22079213164914], [-0.6081488115729581, 45.21169071278234], [-0.605782738497034, 45.19895883362948], [-0.6201547351144631, 45.198232185484564], [-0.6256381810680991, 45.19256484953178]]]}";25580;6;40;1;33;72
50485;50500;SAINT-HILAIRE-PETITVILLE;MANCHE;BASSE-NORMANDIE;Commune simple;8;;1,4;49.3035990702,-1.21788567702;"{""type"": ""Polygon"", ""coordinates"": [[[-1.224094086902232, 49.27965436986911], [-1.237013722588751, 49.29271371538791], [-1.235710356298245, 49.309530734054164], [-1.225743015946384, 49.31777508116738], [-1.2171086231762591, 49.3268630466476], [-1.199416862544548, 49.32034143801574], [-1.198587050313358, 49.306597353539004], [-1.212599054780108, 49.28329734588737], [-1.224094086902232, 49.27965436986911]]]}";14910;485;9;4;50;25
33211;33460;LABARDE;GIRONDE;AQUITAINE;Commune simple;8;;0,6;45.0143357782,-0.64053807167;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6365726646319031, 45.0288202216983], [-0.622126271391738, 45.019674235231086], [-0.6214226232522071, 45.01626308642434], [-0.6372409066644991, 45.00840116307612], [-0.6444894794339711, 44.99952009491036], [-0.6493472593917581, 44.99959514741048], [-0.656879969570892, 45.011642026732346], [-0.65371298325424, 45.018019441873534], [-0.641271661275566, 45.023096274686345], [-0.6365726646319031, 45.0288202216983]]]}";1718;211;20;4;33;72
85058;85400;CHASNAIS;VENDEE;PAYS DE LA LOIRE;Commune simple;8;;0,6;46.4459908481,-1.2385924923;"{""type"": ""Polygon"", ""coordinates"": [[[-1.243027465551303, 46.41837788080271], [-1.259125399449908, 46.42849999260267], [-1.253846332419735, 46.449103937840235], [-1.243278492945557, 46.46871378895153], [-1.242825438086719, 46.469767645586295], [-1.218750993187593, 46.465276340491535], [-1.222027558233356, 46.43479343093041], [-1.230992813986634, 46.43670670296353], [-1.243027465551303, 46.41837788080271]]]}";4267;58;11;1;85;52
14168;14710;COLOMBIERES;CALVADOS;BASSE-NORMANDIE;Commune simple;8;;0,2;49.3031615554,-0.988453131673;"{""type"": ""Polygon"", ""coordinates"": [[[-0.9766119081368191, 49.28555774441436], [-1.007279871016616, 49.28818807396976], [-1.01101699320068, 49.29059314481884], [-1.013421980355953, 49.30311453204405], [-1.006436839047884, 49.31845006749619], [-1.005764130804661, 49.31865241256005], [-0.9996718534329211, 49.31927750348263], [-0.9917748533792511, 49.32149209480364], [-0.9742097325451831, 49.31636540085154], [-0.9634934304130841, 49.31146150805142], [-0.954453479551109, 49.30595274296145], [-0.9596882180278921, 49.30618609127844], [-0.9766119081368191, 49.28555774441436]]]}";35531;168;33;1;14;25
97302;97300;CAYENNE;GUYANE;GUYANE;Préfecture de région;8;;57;5.02173742828,-52.5012511113;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-53.870487532844336, 5.744943872667886], [-53.85777558124095, 5.7391527612513045], [-53.8664621286212, 5.740898238921745], [-53.88196528289678, 5.736682168707493], [-53.88905980992074, 5.737576977275865], [-53.894129489058905, 5.739412549424167], [-53.900808967277285, 5.74207110599495], [-53.90293271781161, 5.744635278620201], [-53.90068994432607, 5.74706804801733], [-53.89177240407902, 5.7477999620599505], [-53.870487532844336, 5.744943872667886]]], [[[-52.31517165580079, 4.891195892356201], [-52.32816492068284, 4.895656198791734], [-52.337463374638496, 4.914739040181061], [-52.34753332905231, 4.918083190741037], [-52.3462932063196, 4.924687940592701], [-52.3351549204631, 4.932804951165295], [-52.3372692299878, 4.939412006126872], [-52.33489377176458, 4.942003433143684], [-52.30510734461415, 4.950691007777499], [-52.294602378650595, 4.9418481775677074], [-52.28450921124093, 4.940673949051351], [-52.28017194598877, 4.931420868299677], [-52.29580093303118, 4.91816773309236], [-52.30583870418653, 4.918871678677565], [-52.308304718062544, 4.916433921213587], [-52.308712791647665, 4.912987239385871], [-52.30648172199841, 4.906407352371784], [-52.31629216323251, 4.897036298916163], [-52.31517165580079, 4.891195892356201]]]]}";2;302;99;1;97;3
56205;56450;SAINT-ARMEL;MORBIHAN;BRETAGNE;Commune simple;8;;0,8;47.5631092443,-2.71087365172;"{""type"": ""Polygon"", ""coordinates"": [[[-2.690459122572074, 47.55923734124006], [-2.699085804180722, 47.55574702453961], [-2.703473116721316, 47.54602898389018], [-2.708293818124297, 47.54498949386511], [-2.715220821100836, 47.549929273648466], [-2.730288911638969, 47.55034384887015], [-2.727756997434866, 47.56190321790322], [-2.718976779777101, 47.56942836003646], [-2.714892844104927, 47.57923130633521], [-2.719365338176628, 47.58884894260509], [-2.7132601866852113, 47.59051121005988], [-2.7064663283728922, 47.57477098092722], [-2.6914621692146543, 47.56564102371804], [-2.690459122572074, 47.55923734124006]]]}";12680;205;35;3;56;53
59309;59122;HONDSCHOOTE;NORD;NORD-PAS-DE-CALAIS;Chef-lieu canton;8;;4;50.971669311,2.58828514944;"{""type"": ""Polygon"", ""coordinates"": [[[2.608992872057024, 50.93102484403721], [2.606462150151056, 50.93693727648385], [2.592880766205114, 50.93810474942014], [2.589647753503372, 50.95489517515214], [2.559594791566885, 50.96962912548522], [2.547556932634979, 50.981192965969946], [2.537680580329269, 50.99508655078357], [2.541142113398215, 50.99733267933857], [2.551767838341204, 50.99643837493887], [2.57088464238493, 51.003079930680855], [2.57247611530558, 51.01309504188525], [2.578288324635589, 51.00001965112026], [2.606478113003765, 50.98890868470541], [2.62970917500833, 50.94933327528911], [2.630090309998239, 50.94580916881992], [2.608992872057024, 50.93102484403721]]]}";10992;309;31;4;59;31
33423;33250;SAINT-JULIEN-BEYCHEVELLE;GIRONDE;AQUITAINE;Commune simple;8;;0,7;45.1572384693,-0.737068946375;"{""type"": ""Polygon"", ""coordinates"": [[[-0.7604366055579971, 45.136379355028815], [-0.760195955900777, 45.13980388710868], [-0.774008946454615, 45.142537239714784], [-0.78453760903679, 45.15749587837361], [-0.784576634779334, 45.16427343386562], [-0.7809324867184011, 45.16653345626769], [-0.762438488126385, 45.1715758767053], [-0.752845990447019, 45.17049277987141], [-0.7132180582592941, 45.1845378775948], [-0.700455542894544, 45.16699689259904], [-0.693257319865994, 45.145061114442846], [-0.71646120896437, 45.138881652397316], [-0.7604366055579971, 45.136379355028815]]]}";16251;423;33;4;33;72
17376;17230;SAINT-OUEN-D'AUNIS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;1,2;46.2295901157,-1.03191615683;"{""type"": ""Polygon"", ""coordinates"": [[[-1.045489265244794, 46.214242175228684], [-1.054027299278812, 46.227462975072235], [-1.050279372183043, 46.249858720448394], [-1.023097773044774, 46.236000427775], [-0.9997582424869251, 46.23257719089233], [-1.003767765217509, 46.22273440840741], [-1.005549496854969, 46.22222983073904], [-1.045489265244794, 46.214242175228684]]]}";36170;376;13;3;17;54
62261;62780;CUCQ;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;8;;5,2;50.4861371651,1.6129406035;"{""type"": ""Polygon"", ""coordinates"": [[[1.6302747814536471, 50.46962897900168], [1.621920762306659, 50.47368391788498], [1.574189196574689, 50.47115893735639], [1.576258459286415, 50.48754020519898], [1.607322918759386, 50.48573008730303], [1.620830654672409, 50.496034913889694], [1.624916767370069, 50.50926808673213], [1.634870297183558, 50.51132628784543], [1.637425294715062, 50.50951410161376], [1.640626545223702, 50.508786225650056], [1.642822896343251, 50.49885450628589], [1.632611175062794, 50.48305847512677], [1.6302747814536471, 50.46962897900168]]]}";27290;261;37;4;62;31
33546;33330;VIGNONET;GIRONDE;AQUITAINE;Commune simple;8;;0,5;44.8496333181,-0.149970090399;"{""type"": ""Polygon"", ""coordinates"": [[[-0.147883497983148, 44.83927915355258], [-0.153526554286464, 44.84324567334815], [-0.16560006672101302, 44.84083837216104], [-0.166117574216398, 44.84754548314931], [-0.159257451605261, 44.859788174280915], [-0.14715351797495, 44.85788850915171], [-0.134567626698923, 44.85505506776501], [-0.13121930162453802, 44.853392575997276], [-0.137621160787641, 44.84350746888224], [-0.147883497983148, 44.83927915355258]]]}";11902;546;21;5;33;72
79162;79460;MAGNE;DEUX-SEVRES;POITOU-CHARENTES;Commune simple;8;;2,9;46.3095905952,-0.558467673528;"{""type"": ""Polygon"", ""coordinates"": [[[-0.565885700115614, 46.28995318191205], [-0.574071734490731, 46.293049645535994], [-0.586754842524235, 46.306802774699], [-0.5880885805881481, 46.31999336480027], [-0.561490532364188, 46.32789511363848], [-0.546998090725284, 46.32933883864831], [-0.539075949777804, 46.325754391827815], [-0.541703666919621, 46.316307384160574], [-0.528755571942937, 46.311805851647065], [-0.525695393700348, 46.30610481474647], [-0.5295647413015181, 46.2997564352732], [-0.547164564556832, 46.29340452203773], [-0.565885700115614, 46.28995318191205]]]}";22326;162;21;2;79;54
50023;50500;AUVERS;MANCHE;BASSE-NORMANDIE;Commune simple;8;;0,7;49.3000438595,-1.32395939229;"{""type"": ""Polygon"", ""coordinates"": [[[-1.3367389510672791, 49.2732694888053], [-1.341733923983742, 49.27392699915392], [-1.355088004563578, 49.2785771794036], [-1.363534309303855, 49.29123643202742], [-1.35766538982943, 49.30470114453571], [-1.352002698408284, 49.307264339659376], [-1.332575707506489, 49.31202384503245], [-1.31813386810321, 49.321922321328955], [-1.302551114710361, 49.321515632815654], [-1.294506957736652, 49.325799241070186], [-1.29003259292644, 49.3263184661193], [-1.278256657039228, 49.31735603705049], [-1.283777054930305, 49.31352320144129], [-1.280221081094389, 49.312154992745], [-1.2958796002253101, 49.31152646903855], [-1.296617224970238, 49.30500934044941], [-1.290422012991763, 49.299549188921176], [-1.292873095729501, 49.29310609508685], [-1.325642000277273, 49.28385960434135], [-1.3282412849618122, 49.27727514052773], [-1.3367389510672791, 49.2732694888053]]]}";694;23;9;4;50;25
17267;17540;NUAILLE-D'AUNIS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;1;46.2376314923,-0.92874328241;"{""type"": ""Polygon"", ""coordinates"": [[[-0.9334900077658441, 46.21366558310406], [-0.941193583838944, 46.21766329098133], [-0.9450403139952961, 46.227068838124005], [-0.9498174812122061, 46.227561127795674], [-0.9523423165258811, 46.240763105628666], [-0.9632020705218841, 46.25184464010054], [-0.9560372190025631, 46.26384207202482], [-0.9351134097893931, 46.25686815786319], [-0.9165024841269731, 46.25616714670671], [-0.914704495943441, 46.24266015408896], [-0.8910649751497011, 46.2365834770922], [-0.890072179247804, 46.230108078299075], [-0.898292233939398, 46.2223974935258], [-0.9334900077658441, 46.21366558310406]]]}";17487;267;7;3;17;54
17225;17570;LES MATHES;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;1,7;45.7059879117,-1.17086670363;"{""type"": ""Polygon"", ""coordinates"": [[[-1.147510247831792, 45.66630552862165], [-1.209736722549349, 45.69559234949048], [-1.219658541650114, 45.695428286236734], [-1.229749869856725, 45.69192941655924], [-1.224070352463577, 45.68159192768416], [-1.2205548682985161, 45.67531222178876], [-1.202434484260295, 45.671815220018075], [-1.218412505631381, 45.67066727756459], [-1.2279617439914121, 45.6762876469186], [-1.235613914028133, 45.69289024915737], [-1.187111181012807, 45.72714987879034], [-1.17689054487087, 45.73842246582505], [-1.1648998430872801, 45.74352837922798], [-1.155615644247941, 45.73601706081111], [-1.137119495030483, 45.731657162449366], [-1.121060003769037, 45.71953162924581], [-1.123208293739058, 45.70984973549007], [-1.139148205347965, 45.70322339368343], [-1.138985597098036, 45.696754995652256], [-1.143034120812625, 45.69548793815771], [-1.145859975165867, 45.67688948790926], [-1.147510247831792, 45.66630552862165]]]}";1887;225;40;2;17;54
17182;17170;LA GREVE-SUR-MIGNON;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;8;;0,5;46.2475550874,-0.760121003243;"{""type"": ""Polygon"", ""coordinates"": [[[-0.74738875468798, 46.231501781057595], [-0.7544238666399471, 46.22403064292102], [-0.766608577662906, 46.22386196826112], [-0.783595879251996, 46.22834633901236], [-0.7819180618408661, 46.23433413277322], [-0.7854841466796441, 46.236306980451644], [-0.77040856434153, 46.24905936326366], [-0.7725974441651371, 46.2587591234355], [-0.7463732959132461, 46.27893577489367], [-0.745248275815909, 46.27959483562939], [-0.7359930608163461, 46.26781914468599], [-0.754006287430629, 46.25166636673786], [-0.7514619974841951, 46.24507022173625], [-0.744184121430824, 46.23744904023828], [-0.74738875468798, 46.231501781057595]]]}";33438;182;7;3;17;54
34337;34750;VILLENEUVE-LES-MAGUELONE;HERAULT;LANGUEDOC-ROUSSILLON;Commune simple;8;;8,9;43.5249723481,3.85846205367;"{""type"": ""Polygon"", ""coordinates"": [[[3.826218656538308, 43.466492593914566], [3.825765782588435, 43.46678395746433], [3.8355890377280972, 43.478018330842765], [3.857431753441909, 43.49116400815559], [3.857903171304404, 43.49459732146068], [3.846111257083849, 43.50541500038386], [3.8322910897046993, 43.50710548258054], [3.83134901972167, 43.519745323511955], [3.810204642640614, 43.53192612308879], [3.817745018030783, 43.536026508656256], [3.818001982314772, 43.546255016001965], [3.8240148615307383, 43.55150025023387], [3.8307227906117243, 43.55596604701739], [3.84751250505399, 43.55349683553663], [3.85547530500295, 43.54488642679028], [3.868975344623942, 43.547640509193165], [3.885369363712162, 43.54062468014302], [3.899762725777311, 43.54036235431365], [3.898917209064022, 43.52427230319328], [3.907955835862423, 43.51719681385986], [3.852779502291992, 43.48745774541448], [3.826218656538308, 43.466492593914566]]]}";3652;337;12;3;34;91
